pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,pl_nnotes,rowupdate,pl_facility
WASP-78,b,WASP-78 b,Transit,0,1,2.17518000,0.00000500,-0.00000500,0,3,,,,0,2,0.000000,,,0,3,83.200,1.950,-1.950,0,3,1.11000,0.54000,-0.54000,0,3,Mass,1.930,0.450,-0.450,0,3,,,,0,2,0,0,0,04h15m01.50s,-22d06m59.2s,63.756240,0.000017,-22.116434,0.000017,1,771.13,17.37,-17.37,0,2,12.000,,0,V (Johnson),12.188,,0,6100.00,150.00,-150.00,0,5,1.87,1.36,-1.36,0,4,2.46,0.58,-0.58,0,5,0,2018-04-26,SuperWASP
WASP-79,b,WASP-79 b,Transit,0,1,3.66238000,0.00000500,-0.00000500,0,3,,,,0,2,0.000000,,,0,3,85.400,0.600,-0.600,0,3,0.85000,0.18000,-0.18000,0,3,Mass,1.670,0.150,-0.150,0,3,,,,0,2,0,0,0,04h25m29.02s,-30d36m01.6s,66.370903,0.000019,-30.600445,0.000019,1,248.45,1.82,-1.82,0,2,10.100,,0,V (Johnson),9.972,,0,6600.00,100.00,-100.00,0,5,1.43,0.43,-0.43,0,4,1.60,0.14,-0.14,0,5,0,2018-04-26,SuperWASP
WASP-80,b,WASP-80 b,Transit,0,1,3.06785234,0.00000083,-0.00000079,0,5,0.034400,0.001000,-0.001100,0,5,0.002000,0.010000,-0.002000,0,5,89.020,0.110,-0.100,0,4,0.53800,0.03500,-0.03600,0,5,Mass,0.999,0.030,-0.031,0,5,0.71700,0.03900,-0.03200,0,5,0,0,0,20h12m40.18s,-02d08m39.1s,303.167407,0.000017,-2.144208,0.000017,1,49.86,0.12,-0.12,0,3,11.870,,0,V (Johnson),11.273,,0,4143.00,92.00,-94.00,0,6,0.58,0.05,-0.05,0,4,0.59,0.02,-0.02,0,5,0,2015-04-16,SuperWASP
WASP-82,b,WASP-82 b,Transit,0,1,2.70579000,0.00000200,-0.00000200,0,3,,,,0,2,0.000000,,,0,3,87.900,1.650,-1.650,0,3,1.17000,0.20000,-0.20000,0,3,Mass,1.620,0.130,-0.130,0,3,,,,0,2,0,0,0,04h50m38.56s,+01d53m38.1s,72.660671,0.000022,1.893921,0.000017,1,277.84,3.11,-3.11,0,2,10.100,,0,V (Johnson),9.898,,0,6480.00,90.00,-90.00,0,4,1.48,0.37,-0.37,0,3,2.10,0.16,-0.16,0,4,0,2018-04-26,SuperWASP
WASP-84,b,WASP-84 b,Transit,0,1,8.52348650,0.00000700,-0.00000700,0,2,0.077100,0.001200,-0.001200,0,2,0.000000,,,0,2,88.368,0.050,-0.050,0,2,0.69400,0.02800,-0.02800,0,2,Mass,0.942,0.022,-0.022,0,2,1.10400,0.06400,-0.06400,0,2,0,0,0,08h44m25.70s,+01d51m36.1s,131.107099,0.000019,1.860033,0.000019,1,125.00,20.00,-20.00,0,2,10.830,0.080,0,V (Johnson),10.575,,0,5314.00,88.00,-88.00,0,3,0.84,0.04,-0.04,0,2,0.75,0.01,-0.01,0,3,0,2014-10-15,SuperWASP
WASP-88,b,WASP-88 b,Transit,0,1,4.95400000,0.00001900,-0.00001900,0,3,,,,0,2,0.000000,,,0,3,88.000,1.450,-1.450,0,3,0.42000,0.14000,-0.14000,0,3,Mass,1.460,0.210,-0.210,0,3,,,,0,2,0,0,0,20h38m02.69s,-48d27m43.4s,309.511192,0.000019,-48.462067,0.000019,1,531.61,8.84,-8.84,0,1,11.400,,0,V (Johnson),11.478,,0,6430.00,130.00,-130.00,0,4,0.94,0.42,-0.42,0,3,1.80,0.26,-0.26,0,4,0,2018-04-26,SuperWASP
WASP-94 A,b,WASP-94 A b,Transit,0,1,3.95019000,0.00000400,-0.00000400,0,3,,,,0,2,0.000000,,,0,3,88.700,0.700,-0.700,0,3,0.50000,0.13000,-0.13000,0,3,Mass,1.580,0.130,-0.130,0,3,,,,0,2,0,0,0,20h55m07.94s,-34d08m08.0s,313.783098,0.000017,-34.135555,0.000017,1,212.46,2.49,-2.49,0,2,10.100,,0,V (Johnson),10.029,,0,6170.00,80.00,-80.00,0,5,1.67,0.64,-0.64,0,3,1.48,0.12,-0.12,0,4,0,2018-04-26,SuperWASP
WASP-94 B,b,WASP-94 B b,Radial Velocity,0,1,2.00839000,0.00024000,-0.00024000,0,1,0.033500,0.000600,-0.000500,0,1,0.000000,,,0,1,,,,,0,0.61800,0.02800,-0.02900,0,1,Msini,,,,,0,,,,,0,0,0,0,20h55m09.16s,-34d08m07.9s,313.788158,0.000017,-34.135521,0.000017,1,180.00,20.00,-20.00,0,2,10.500,,0,V (Johnson),10.405,,0,6040.00,90.00,-90.00,0,3,1.24,0.09,-0.09,0,1,1.35,0.12,-0.12,0,2,0,2014-10-03,SuperWASP
WASP-95,b,WASP-95 b,Transit,0,1,2.18467000,0.00000100,-0.00000100,0,3,,,,0,2,0.000000,,,0,3,88.400,1.650,-1.650,0,3,1.44000,0.28000,-0.28000,0,3,Mass,1.230,0.090,-0.090,0,3,,,,0,2,0,0,0,22h29m49.73s,-48d00m11.1s,337.457189,0.000022,-48.003086,0.000022,1,138.09,0.79,-0.79,0,1,,,,,9.937,,0,5830.00,140.00,-140.00,0,4,1.46,0.42,-0.42,0,3,1.23,0.09,-0.09,0,4,0,2018-04-26,SuperWASP
Kepler-627,b,Kepler-627 b,Transit,0,1,40.69944430,0.00017830,-0.00017830,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.333,0.143,-0.073,0,2,,,,,0,0,1,0,19h28m25.03s,+39d46m04.5s,292.104279,0.000017,39.767914,0.000017,2,1143.00,482.07,-215.07,0,3,13.949,,0,Kepler-band,13.949,,0,6424.00,160.13,-213.39,0,5,1.30,0.21,-0.14,0,1,1.49,0.64,-0.27,0,5,1,2016-05-10,Kepler
Kepler-628,b,Kepler-628 b,Transit,0,1,15.45805670,0.00000295,-0.00000295,0,2,,,,,0,,,,,0,,,,,0,,,,,0,,0.749,0.145,-0.126,0,2,,,,,0,0,1,0,19h21m47.82s,+39d51m17.3s,290.449257,0.000019,39.854802,0.000017,2,579.00,112.05,-97.69,0,3,13.398,,0,Kepler-band,13.056,,0,5721.00,47.04,-51.36,0,3,1.00,0.05,-0.04,0,1,1.28,0.25,-0.21,0,3,1,2016-05-10,Kepler
Kepler-629,b,Kepler-629 b,Transit,0,1,7.23858540,0.00001180,-0.00001180,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.123,0.005,-0.004,0,2,,,,,0,0,1,0,19h17m40.28s,+39d56m42.0s,289.417832,0.000019,39.945013,0.000017,2,383.00,10.81,-11.12,0,3,13.359,,0,Kepler-band,13.358,,0,5444.00,71.98,-60.20,0,5,0.93,0.03,-0.03,0,1,0.84,0.02,-0.02,0,5,1,2016-05-10,Kepler
Kepler-630,b,Kepler-630 b,Transit,0,1,161.47439370,0.00090110,-0.00090110,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.284,0.030,-0.030,0,2,,,,,0,0,1,0,19h33m42.49s,+39d56m32.8s,293.427043,0.000017,39.942437,0.000017,2,657.00,70.56,-50.36,0,3,13.871,,0,Kepler-band,13.852,,0,5829.00,97.42,-98.87,0,5,1.02,0.04,-0.04,0,1,1.04,0.11,-0.08,0,5,1,2016-05-10,Kepler
Kepler-631,b,Kepler-631 b,Transit,0,1,17.97979059,0.00003770,-0.00003770,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.259,0.029,-0.021,0,2,,,,,0,0,1,0,19h47m32.58s,+40d13m41.6s,296.885757,0.000017,40.228233,0.000017,2,843.00,92.69,-67.00,0,3,13.500,,0,Kepler-band,13.493,,0,6185.00,85.62,-75.47,0,5,1.24,0.05,-0.05,0,1,1.33,0.14,-0.10,0,5,1,2016-05-10,Kepler
Kepler-632,b,Kepler-632 b,Transit,0,1,30.99660733,0.00004756,-0.00004756,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.197,0.029,-0.007,0,1,,,,,0,0,1,0,19h49m00.63s,+40d17m19.0s,297.252613,0.000017,40.288605,0.000017,2,349.00,11.56,-10.80,0,1,13.332,,0,Kepler-band,,,,5322.00,89.61,-82.67,0,3,0.91,0.03,-0.03,0,1,0.84,0.02,-0.02,0,3,1,2016-05-10,Kepler
Kepler-633,b,Kepler-633 b,Transit,0,1,8.50340718,0.00002680,-0.00002680,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.145,0.028,-0.019,0,1,,,,,0,0,1,0,19h40m52.18s,+40d35m32.1s,295.217437,0.000017,40.592251,0.000017,2,634.00,118.05,-79.30,0,1,13.716,,0,Kepler-band,,,,5899.00,86.22,-91.57,0,3,1.02,0.06,-0.06,0,1,1.15,0.21,-0.14,0,3,1,2016-05-10,Kepler
Kepler-634,b,Kepler-634 b,Transit,0,1,5.16950177,0.00001029,-0.00001029,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.169,0.027,-0.022,0,2,,,,,0,0,1,0,19h24m46.82s,+40d42m09.7s,291.195065,0.000017,40.702706,0.000017,2,757.00,118.16,-99.05,0,3,13.550,,0,Kepler-band,13.492,,0,6075.00,86.22,-77.53,0,5,1.03,0.09,-0.07,0,1,1.24,0.19,-0.16,0,5,1,2016-05-10,Kepler
Kepler-635,b,Kepler-635 b,Transit,0,1,23.44971004,0.00007672,-0.00007672,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.236,0.032,-0.024,0,2,,,,,0,0,1,0,19h19m05.58s,+40d48m02.6s,289.773247,0.000017,40.800724,0.000017,2,826.00,105.98,-84.63,0,3,13.310,,0,Kepler-band,13.264,,0,6174.00,70.40,-82.75,0,5,1.33,0.06,-0.05,0,1,1.51,0.20,-0.15,0,5,1,2016-05-10,Kepler
Kepler-636,b,Kepler-636 b,Transit,0,1,16.08066115,0.00000560,-0.00000560,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.397,0.012,-0.012,0,2,,,,,0,0,1,0,19h34m22.05s,+41d05m42.6s,293.591889,0.000017,41.095161,0.000017,2,341.00,11.33,-11.38,0,2,13.653,,0,Kepler-band,,,,5203.00,56.47,-72.86,0,4,0.85,0.03,-0.04,0,1,0.80,0.02,-0.02,0,4,1,2016-05-10,Kepler
Kepler-637,b,Kepler-637 b,Transit,0,1,23.20584623,0.00005368,-0.00005368,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.424,0.045,-0.050,0,2,,,,,0,0,1,0,19h29m40.14s,+41d25m00.8s,292.417233,0.000017,41.416882,0.000017,2,1575.00,164.18,-186.92,0,3,13.413,,0,Kepler-band,13.329,,0,6096.00,46.96,-44.44,0,5,1.64,0.07,-0.10,0,1,2.56,0.27,-0.30,0,5,1,2016-05-10,Kepler
Kepler-638,b,Kepler-638 b,Transit,0,1,6.07972888,0.00001513,-0.00001513,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.163,0.050,-0.028,0,2,,,,,0,0,1,0,18h59m40.66s,+41d37m01.9s,284.919429,0.000019,41.617195,0.000017,2,426.00,137.23,-41.61,0,3,13.532,,0,Kepler-band,13.519,,0,5382.00,50.10,-59.39,0,5,0.88,0.04,-0.04,0,1,0.93,0.29,-0.09,0,5,1,2016-05-10,Kepler
Kepler-639,b,Kepler-639 b,Transit,0,1,10.21420496,0.00002131,-0.00002131,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.212,0.049,-0.030,0,2,,,,,0,0,1,0,19h28m44.85s,+41d43m37.3s,292.186888,0.000017,41.727039,0.000017,2,680.00,136.07,-94.49,0,3,13.336,,0,Kepler-band,13.269,,0,5896.00,76.96,-59.62,0,5,1.14,0.09,-0.06,0,1,1.29,0.26,-0.18,0,5,1,2016-05-10,Kepler
Kepler-640,b,Kepler-640 b,Transit,0,1,22.24813967,0.00003515,-0.00003515,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.228,0.007,-0.020,0,2,,,,,0,0,1,0,19h44m07.73s,+42d07m54.0s,296.032191,0.000019,42.131680,0.000017,2,538.00,19.13,-16.46,0,3,13.721,,0,Kepler-band,13.687,,0,5653.00,72.44,-62.83,0,5,1.01,0.03,-0.03,0,1,0.94,0.03,-0.03,0,5,1,2016-05-10,Kepler
Kepler-641,b,Kepler-641 b,Transit,0,1,9.48961571,0.00002398,-0.00002398,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.165,0.028,-0.022,0,2,,,,,0,0,1,0,19h27m17.64s,+42d30m58.4s,291.823482,0.000017,42.516216,0.000017,2,673.00,115.44,-84.25,0,3,13.774,,0,Kepler-band,13.763,,0,5713.00,81.57,-83.52,0,5,1.02,0.05,-0.04,0,1,1.13,0.19,-0.14,0,5,1,2016-05-10,Kepler
Kepler-642,b,Kepler-642 b,Transit,0,1,4.41745855,0.00000660,-0.00000660,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.259,0.116,-0.050,0,2,,,,,0,0,1,0,19h35m20.29s,+42d37m29.9s,293.834559,0.000017,42.624962,0.000017,2,1022.00,448.37,-200.31,0,3,13.343,,0,Kepler-band,13.295,,0,6570.00,133.26,-201.09,0,5,1.40,0.23,-0.16,0,1,1.66,0.74,-0.32,0,5,1,2016-05-10,Kepler
Kepler-643,b,Kepler-643 b,Transit,0,1,16.33889626,0.00001826,-0.00001826,0,3,,,,,1,,,,,1,,,,,0,,,,,1,,0.906,0.031,-0.024,0,3,,,,,0,0,1,0,19h21m18.56s,+42d53m53.8s,290.327325,0.000019,42.898281,0.000017,2,1029.00,35.87,-26.94,0,3,13.781,,0,Kepler-band,13.769,,0,4908.00,45.26,-47.77,0,5,1.00,0.07,-0.04,0,2,2.52,0.08,-0.07,0,6,1,2016-05-10,Kepler
Kepler-644,b,Kepler-644 b,Transit,0,1,3.17391710,0.00000423,-0.00000423,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.281,0.103,-0.054,0,2,,,,,0,0,1,0,19h41m54.18s,+43d29m35.3s,295.475743,0.000017,43.493137,0.000017,2,1413.00,515.33,-275.94,0,3,13.949,,0,Kepler-band,13.960,,0,6747.00,156.03,-238.58,0,5,1.49,0.22,-0.17,0,1,1.81,0.67,-0.35,0,5,1,2016-05-10,Kepler
Kepler-645,b,Kepler-645 b,Transit,0,1,3.27582262,0.00000477,-0.00000477,0,3,,,,,0,,,,,0,,,,,0,,,,,0,,0.187,0.056,-0.025,0,2,,,,,0,0,1,0,19h21m17.46s,+44d02m08.9s,290.322766,0.000017,44.035809,0.000017,2,901.00,268.27,-129.40,0,3,13.992,,0,Kepler-band,14.031,,0,6170.00,144.24,-162.10,0,5,1.13,0.14,-0.09,0,1,1.21,0.36,-0.16,0,5,1,2016-05-10,Kepler
Kepler-260,b,Kepler-260 b,Transit,0,2,8.18739900,0.00002200,-0.00002200,0,4,0.075000,,,0,1,,,,,0,,,,,0,,,,,0,,0.179,0.049,-0.049,0,3,,,,,0,0,1,0,19h27m42.23s,+38d00m50.8s,291.925972,0.000017,38.014122,0.000017,2,638.85,7.47,-7.47,0,3,14.138,,0,Kepler-band,14.118,,0,5250.00,257.00,-257.00,0,6,,,,,2,0.86,0.23,-0.23,0,6,1,2014-05-14,Kepler
Kepler-260,c,Kepler-260 c,Transit,0,2,76.05017800,0.00102600,-0.00102600,0,4,0.332000,,,0,1,,,,,0,,,,,0,,,,,0,,0.155,0.048,-0.048,0,3,,,,,0,0,1,0,19h27m42.23s,+38d00m50.8s,291.925972,0.000017,38.014122,0.000017,2,638.85,7.47,-7.47,0,3,14.138,,0,Kepler-band,14.118,,0,5250.00,257.00,-257.00,0,6,,,,,2,0.86,0.23,-0.23,0,6,1,2014-05-14,Kepler
Kepler-261,b,Kepler-261 b,Transit,0,2,10.38122700,0.00001600,-0.00001600,0,4,0.088000,,,0,1,,,,,0,,,,,0,,,,,0,,0.194,0.012,-0.012,0,3,,,,,0,0,1,0,19h25m27.55s,+37d36m33.1s,291.364773,0.000017,37.609184,0.000017,2,320.43,1.77,-1.77,0,3,13.562,,0,Kepler-band,13.529,,0,5098.00,100.00,-100.00,0,6,,,,,2,0.79,0.05,-0.05,0,6,1,2014-05-14,Kepler
Kepler-261,c,Kepler-261 c,Transit,0,2,24.57085800,0.00006900,-0.00006900,0,4,0.156000,,,0,1,,,,,0,,,,,0,,,,,0,,0.178,0.012,-0.012,0,3,,,,,0,0,1,0,19h25m27.55s,+37d36m33.1s,291.364773,0.000017,37.609184,0.000017,2,320.43,1.77,-1.77,0,3,13.562,,0,Kepler-band,13.529,,0,5098.00,100.00,-100.00,0,6,,,,,2,0.79,0.05,-0.05,0,6,1,2014-05-14,Kepler
Kepler-262,b,Kepler-262 b,Transit,0,2,13.06085500,0.00016400,-0.00016400,0,4,0.108000,,,0,1,,,,,0,,,,,0,,,,,0,,0.121,0.053,-0.053,0,3,,,,,0,0,1,0,19h22m54.88s,+37d15m09.5s,290.728675,0.000019,37.252649,0.000017,2,624.08,7.81,-7.81,0,3,14.246,,0,Kepler-band,14.224,,0,5841.00,200.00,-200.00,0,6,,,,,1,0.88,0.36,-0.36,0,6,1,2014-05-14,Kepler
Kepler-262,c,Kepler-262 c,Transit,0,2,21.85372200,0.00018700,-0.00018700,0,4,0.152000,,,0,1,,,,,0,,,,,0,,,,,0,,0.146,0.061,-0.061,0,3,,,,,0,0,1,0,19h22m54.88s,+37d15m09.5s,290.728675,0.000019,37.252649,0.000017,2,624.08,7.81,-7.81,0,3,14.246,,0,Kepler-band,14.224,,0,5841.00,200.00,-200.00,0,6,,,,,1,0.88,0.36,-0.36,0,6,1,2014-05-14,Kepler
Kepler-263,b,Kepler-263 b,Transit,0,2,16.56808700,0.00006500,-0.00006500,0,4,0.120000,,,0,1,,,,,0,,,,,0,,,,,0,,0.238,0.129,-0.129,0,3,,,,,0,0,1,0,19h29m52.74s,+37d34m04.1s,292.469762,0.000017,37.567794,0.000017,2,771.09,16.60,-16.60,0,3,15.391,,0,Kepler-band,15.417,,0,5265.00,200.00,-200.00,0,6,,,,,1,0.79,0.43,-0.43,0,6,1,2014-05-14,Kepler
Kepler-263,c,Kepler-263 c,Transit,0,2,47.33277300,0.00045600,-0.00045600,0,4,0.242000,,,0,1,,,,,0,,,,,0,,,,,0,,0.220,0.120,-0.120,0,3,,,,,0,0,1,0,19h29m52.74s,+37d34m04.1s,292.469762,0.000017,37.567794,0.000017,2,771.09,16.60,-16.60,0,3,15.391,,0,Kepler-band,15.417,,0,5265.00,200.00,-200.00,0,6,,,,,1,0.79,0.43,-0.43,0,6,1,2014-05-14,Kepler
Kepler-264,b,Kepler-264 b,Transit,0,2,40.80623100,0.00053800,-0.00053800,0,4,0.249000,,,0,1,,,,,0,,,,,0,,,,,0,,0.297,0.066,-0.066,0,3,,,,,0,0,1,0,19h28m10.71s,+37d22m34.5s,292.044615,0.000017,37.376246,0.000017,2,968.15,18.59,-18.59,0,3,13.038,,0,Kepler-band,13.013,,0,6158.00,100.00,-100.00,0,6,,,,,2,1.55,0.31,-0.31,0,6,1,2014-05-14,Kepler
Kepler-264,c,Kepler-264 c,Transit,0,2,140.10126100,0.00367800,-0.00367800,0,3,0.566000,,,0,1,,,,,0,,,,,0,,,,,0,,0.252,0.052,-0.052,0,3,,,,,0,0,1,0,19h28m10.71s,+37d22m34.5s,292.044615,0.000017,37.376246,0.000017,2,968.15,18.59,-18.59,0,3,13.038,,0,Kepler-band,13.013,,0,6158.00,100.00,-100.00,0,6,,,,,2,1.55,0.31,-0.31,0,6,1,2014-05-14,Kepler
Kepler-265,b,Kepler-265 b,Transit,0,4,6.84626200,0.00006300,-0.00006300,0,3,0.069000,,,0,1,,,,,0,,,,,0,,,,,0,,0.166,0.040,-0.040,0,3,,,,,0,0,1,0,19h22m02.51s,+41d14m41.4s,290.510478,0.000022,41.244820,0.000017,2,1328.21,49.37,-49.37,0,3,15.381,,0,Kepler-band,15.352,,0,5835.00,118.00,-118.00,0,6,,,,,2,1.10,0.23,-0.23,0,6,1,2014-05-14,Kepler
Kepler-265,c,Kepler-265 c,Transit,0,4,17.02893700,0.00013600,-0.00013600,0,4,0.127000,,,0,1,,,,,0,,,,,0,,,,,0,,0.235,0.049,-0.049,0,3,,,,,0,0,1,0,19h22m02.51s,+41d14m41.4s,290.510478,0.000022,41.244820,0.000017,2,1328.21,49.37,-49.37,0,3,15.381,,0,Kepler-band,15.352,,0,5835.00,118.00,-118.00,0,6,,,,,2,1.10,0.23,-0.23,0,6,1,2014-05-14,Kepler
Kepler-265,d,Kepler-265 d,Transit,0,4,43.13061700,0.00065800,-0.00065800,0,3,0.236000,,,0,1,,,,,0,,,,,0,,,,,0,,0.222,0.048,-0.048,0,3,,,,,0,0,1,0,19h22m02.51s,+41d14m41.4s,290.510478,0.000022,41.244820,0.000017,2,1328.21,49.37,-49.37,0,3,15.381,,0,Kepler-band,15.352,,0,5835.00,118.00,-118.00,0,6,,,,,2,1.10,0.23,-0.23,0,6,1,2014-05-14,Kepler
Kepler-265,e,Kepler-265 e,Transit,0,4,67.83102400,0.00139600,-0.00139600,0,4,0.319000,,,0,1,,,,,0,,,,,0,,,,,0,,0.231,0.049,-0.049,0,3,,,,,0,0,1,0,19h22m02.51s,+41d14m41.4s,290.510478,0.000022,41.244820,0.000017,2,1328.21,49.37,-49.37,0,3,15.381,,0,Kepler-band,15.352,,0,5835.00,118.00,-118.00,0,6,,,,,2,1.10,0.23,-0.23,0,6,1,2014-05-14,Kepler
Kepler-266,b,Kepler-266 b,Transit,0,2,6.61833000,0.00004800,-0.00004800,0,4,0.071000,,,0,1,,,,,0,,,,,0,,,,,0,,0.221,0.107,-0.107,0,3,,,,,0,0,1,0,19h37m56.25s,+44d10m00.9s,294.484378,0.000017,44.166916,0.000017,2,1425.27,58.55,-58.55,0,3,15.590,,0,Kepler-band,15.577,,0,5885.00,250.00,-250.00,0,6,,,,,2,1.03,0.50,-0.50,0,6,1,2014-05-14,Kepler
Kepler-266,c,Kepler-266 c,Transit,0,2,107.72360100,0.00164300,-0.00164300,0,4,0.457000,,,0,1,,,,,0,,,,,0,,,,,0,,0.347,0.169,-0.169,0,3,,,,,0,0,1,0,19h37m56.25s,+44d10m00.9s,294.484378,0.000017,44.166916,0.000017,2,1425.27,58.55,-58.55,0,3,15.590,,0,Kepler-band,15.577,,0,5885.00,250.00,-250.00,0,6,,,,,2,1.03,0.50,-0.50,0,6,1,2014-05-14,Kepler
Kepler-267,b,Kepler-267 b,Transit,0,3,3.35372800,0.00000700,-0.00000700,0,8,0.037000,,,0,2,,,,,0,,,,,0,,,,,1,,0.177,0.008,-0.008,0,8,,,,,0,0,1,0,19h59m19.29s,+47d09m26.9s,299.830387,0.000017,47.157461,0.000017,2,267.00,2.51,-2.51,0,3,15.438,,0,Kepler-band,15.469,,0,4258.00,100.00,-100.00,0,9,,,,,6,0.56,0.02,-0.02,0,10,1,2014-05-14,Kepler
Kepler-267,c,Kepler-267 c,Transit,0,3,6.87745000,0.00001600,-0.00001600,0,7,0.060000,,,0,1,,,,,0,,,,,0,,,,,0,,0.190,0.010,-0.010,0,6,,,,,0,0,1,0,19h59m19.29s,+47d09m26.9s,299.830387,0.000017,47.157461,0.000017,2,267.00,2.51,-2.51,0,3,15.438,,0,Kepler-band,15.469,,0,4258.00,100.00,-100.00,0,9,,,,,6,0.56,0.02,-0.02,0,10,1,2014-05-14,Kepler
Kepler-375,b,Kepler-375 b,Transit,0,2,12.12593400,0.00020400,-0.00020400,0,3,0.101000,,,0,1,,,,,0,,,,,0,,,,,0,,0.129,0.045,-0.045,0,3,,,,,0,0,1,0,19h14m28.30s,+48d05m54.3s,288.617907,0.000019,48.098416,0.000017,2,1283.80,55.69,-55.69,0,3,15.699,,0,Kepler-band,15.677,,0,5826.00,200.00,-200.00,0,6,,,,,2,0.84,0.29,-0.29,0,6,1,2014-05-14,Kepler
Kepler-375,c,Kepler-375 c,Transit,0,2,19.98632600,0.00018400,-0.00018400,0,3,0.141000,,,0,1,,,,,0,,,,,0,,,,,0,,0.236,0.086,-0.086,0,3,,,,,0,0,1,0,19h14m28.30s,+48d05m54.3s,288.617907,0.000019,48.098416,0.000017,2,1283.80,55.69,-55.69,0,3,15.699,,0,Kepler-band,15.677,,0,5826.00,200.00,-200.00,0,6,,,,,2,0.84,0.29,-0.29,0,6,1,2014-05-14,Kepler
Kepler-376,b,Kepler-376 b,Transit,0,2,4.92019900,0.00007300,-0.00007300,0,3,0.057000,,,0,1,,,,,0,,,,,0,,,,,0,,0.095,0.020,-0.020,0,3,,,,,0,0,1,0,19h26m25.72s,+38d24m37.4s,291.607165,0.000017,38.410386,0.000017,2,948.06,16.94,-16.94,0,3,13.776,,0,Kepler-band,13.734,,0,5900.00,100.00,-100.00,0,6,,,,,2,1.18,0.23,-0.23,0,6,1,2014-05-14,Kepler
Kepler-376,c,Kepler-376 c,Transit,0,2,14.17232700,0.00010800,-0.00010800,0,4,0.115000,,,0,1,,,,,0,,,,,0,,,,,0,,0.160,0.032,-0.032,0,3,,,,,0,0,1,0,19h26m25.72s,+38d24m37.4s,291.607165,0.000017,38.410386,0.000017,2,948.06,16.94,-16.94,0,3,13.776,,0,Kepler-band,13.734,,0,5900.00,100.00,-100.00,0,6,,,,,2,1.18,0.23,-0.23,0,6,1,2014-05-14,Kepler
Kepler-377,b,Kepler-377 b,Transit,0,2,12.50952900,0.00025700,-0.00025700,0,3,0.109000,,,0,1,,,,,0,,,,,0,,,,,0,,0.124,0.024,-0.024,0,3,,,,,0,0,1,0,19h41m41.28s,+38d44m08.5s,295.422002,0.000017,38.735691,0.000017,2,843.65,12.90,-12.90,0,3,13.860,,0,Kepler-band,13.831,,0,5949.00,128.00,-128.00,0,6,,,,,2,1.22,0.23,-0.23,0,6,1,2014-05-14,Kepler
Kepler-377,c,Kepler-377 c,Transit,0,2,27.01497600,0.00034700,-0.00034700,0,4,0.182000,,,0,1,,,,,0,,,,,0,,,,,0,,0.184,0.035,-0.035,0,3,,,,,0,0,1,0,19h41m41.28s,+38d44m08.5s,295.422002,0.000017,38.735691,0.000017,2,843.65,12.90,-12.90,0,3,13.860,,0,Kepler-band,13.831,,0,5949.00,128.00,-128.00,0,6,,,,,2,1.22,0.23,-0.23,0,6,1,2014-05-14,Kepler
